,NAME,Income Diversity Index,Median Household Income,Median Household Value,state,county,tract,Tracts,Number of Hotels,Bus Stops,Point of Interests,Airbnb penetration,Population Density,Race Diversity Index,Bohemian Index,Talent Index,Proportion of Young People,Unemployment Ratio,Poverty by Income Percentage,Proportion of Owner Occupied Residences
12,Census Tract 2521.02,0.4405,35949.0,121400.0,17,031,252102,Census Tract 2521.02,0.0,58.0,8.0,0.0,10959.000286992079,0.4603731274128483,0.0,0.05316181029138252,0.2124922504649721,0.08663980161190328,0.28533787972721636,0.8790755262071812
13,Census Tract 2522.01,0.5395,36204.0,128700.0,17,031,252201,Census Tract 2522.01,0.0,28.0,9.0,2.0,7402.505270398359,0.4738415254940858,2.827437803858334,0.09805389221556886,0.15868263473053892,0.07297904191616766,0.2911336568151742,0.8403074295473953
14,Census Tract 2522.02,0.4911,32173.0,165900.0,17,031,252202,Census Tract 2522.02,0.0,56.0,7.0,3.0,23722.57249955208,0.4858856398761937,2.7505785923017454,0.05952109464082098,0.22143671607753707,0.12405929304446979,0.3326460481099656,0.8565333333333334
15,Census Tract 2601,0.5454,19167.0,250600.0,17,031,260100,Census Tract 2601,0.0,14.0,14.0,2.0,3107.128575864589,0.4574296178069763,0.0,0.1075,0.22666666666666666,0.04666666666666667,0.3416666666666667,0.7245179063360881
16,Census Tract 2602,0.4158,36042.0,119600.0,17,031,260200,Census Tract 2602,0.0,12.0,6.0,0.0,2671.8135382825676,0.4998148723700391,0.0,0.06071019473081329,0.18900343642611683,0.04009163802978236,0.11021814006888633,0.7238805970149254
17,Census Tract 2603,0.5076,18344.0,179200.0,17,031,260300,Census Tract 2603,0.0,4.0,0.0,0.0,1779.033266498926,0.49483909979972834,1.0571466477674238,0.009003939223410242,0.27574563871693863,0.11198649409116489,0.5673239436619718,0.8139880952380952
19,Census Tract 2605,0.4034,39268.0,219400.0,17,031,260500,Census Tract 2605,0.0,20.0,1.0,0.0,4671.076591116697,0.49418547344702085,0.0,0.050778995960761686,0.18003462204270052,0.06405077899596076,0.3150605885747259,0.7905759162303665
20,Census Tract 2606,0.4794,29577.0,169200.0,17,031,260600,Census Tract 2606,0.0,16.0,1.0,1.0,6389.6140859578645,0.49078839680396547,0.0,0.051979017644253694,0.23605150214592274,0.19027181688125894,0.5039138943248532,0.6056818181818182
21,Census Tract 2607,0.5194,27019.0,204400.0,17,031,260700,Census Tract 2607,0.0,28.0,6.0,5.0,1062.3156638883017,0.48475333124809356,10.899351534201035,0.05143906919779547,0.16901408450704225,0.07777097366809553,0.4164115125535824,0.7213793103448276
22,Census Tract 2608,0.507,28629.0,185600.0,17,031,260800,Census Tract 2608,0.0,20.0,7.0,12.0,5801.7815483635095,0.4553114388631534,0.0,0.03307560137457045,0.25,0.1056701030927835,0.42353951890034364,0.7651282051282051
23,Census Tract 2609,0.5566,17019.0,217800.0,17,031,260900,Census Tract 2609,0.0,8.0,2.0,1.0,1417.603803598089,0.4476516824541695,0.0,0.0613107822410148,0.2713178294573643,0.0817477096546864,0.4095826893353941,0.6258169934640523
24,Census Tract 2610,0.4021,40057.0,172900.0,17,031,261000,Census Tract 2610,0.0,14.0,2.0,5.0,21359.701650435498,0.4936342557373857,2.684640064404101,0.029502421840598855,0.2571554381329811,0.07837956847203875,0.21822222222222223,0.7826871055004508
