,NAME,Income Diversity Index,Median Household Income,Median Household Value,state,county,tract,Tracts,Number of Hotels,Bus Stops,Point of Interests,Distance to Center,Airbnb penetration,Population Density,Race Diversity Index,Bohemian Index,Talent Index,Proportion of Young People,Unemployment Ratio,Poverty by Income Percentage,Proportion of Owner Occupied Residences
36,Census Tract 31.03,0.3723,75884.0,564600.0,48,113,003103,Census Tract 31.03,6.0,0.0,46.0,0.3748025586222619,164.0,4762.696920637977,0.4023243400471118,9.359150085569127,0.6290983606557377,0.5422131147540984,0.029918032786885245,0.09508196721311475,0.8350315380883067
37,Census Tract 44,0.4542,128750.0,551300.0,48,113,004400,Census Tract 44,0.0,0.0,15.0,5.527277503717411,24.0,1851.8582680499665,0.44889443786787675,5.287386204455519,0.543010752688172,0.15898617511520738,0.020225294418842805,0.07605633802816901,0.9654586636466591
38,Census Tract 45,0.4301,56791.0,237700.0,48,113,004500,Census Tract 45,0.0,0.0,29.0,8.135346546413059,25.0,3073.354936358953,0.6721999867007792,4.8944257832827285,0.17767579085395838,0.2227503687920013,0.03163415833469923,0.2286510408129815,0.8965179009318294
39,Census Tract 46,0.5118,68828.0,409900.0,48,113,004600,Census Tract 46,0.0,0.0,10.0,6.283367829242767,36.0,2927.8054465856953,0.45317456482355145,10.913325061808983,0.3642891335567257,0.2723791287697463,0.01771182383915749,0.12168034765813616,0.8528864059590316
40,Census Tract 47,0.403,51490.0,335500.0,48,113,004700,Census Tract 47,0.0,0.0,115.0,5.450546594123975,76.0,3036.3282999980274,0.7480095472313335,3.1048762071869227,0.06848381601362862,0.22078364565587735,0.041567291311754684,0.14378194207836456,0.8371859296482412
41,Census Tract 48,0.3808,46087.0,156900.0,48,113,004800,Census Tract 48,0.0,2.0,19.0,5.036461696421635,10.0,1526.501534596652,0.8592297162505086,4.567751356571865,0.07355787843592722,0.18815331010452963,0.018195896244676733,0.1749611197511664,1.0
42,Census Tract 50,0.3884,44507.0,157000.0,48,113,005000,Census Tract 50,0.0,0.0,14.0,6.155130818405943,14.0,2512.195264656441,0.8261128372845157,0.0,0.058707865168539326,0.24044943820224718,0.02443820224719101,0.16978458049886622,0.9371019108280255
43,Census Tract 51,0.4443,53362.0,198200.0,48,113,005100,Census Tract 51,0.0,0.0,2.0,7.003354865874254,12.0,2966.2787718959394,0.837477434491055,1.7510126605632244,0.06830601092896176,0.1369535519125683,0.022540983606557378,0.15339739190116677,0.9435294117647058
45,Census Tract 52,0.3575,82353.0,257300.0,48,113,005200,Census Tract 52,0.0,0.0,18.0,7.256812546232508,31.0,3419.2375730728986,0.6266940048837546,10.022100414341686,0.15653197332287172,0.29482149862691254,0.051196547665751276,0.10722057368941643,0.9290322580645162
46,Census Tract 53,0.392,46473.0,108100.0,48,113,005300,Census Tract 53,0.0,0.0,7.0,8.397956775549547,28.0,3361.907629366398,0.78162848486859,2.0814733832675585,0.061420888763090854,0.2230399094254175,0.04033399377299745,0.20718935748655534,0.9797413793103448
